Contrato;Estado;Descrição;Tipo de contrato;Tipo de procedimento;Data de publicação;Data de celebração;Data de fecho;Prazo de execução;Local de execução (País, Distrito, Concelho);Preço contratual;Preço total efetivo;Entidade adjudicante;Entidade adjudicante (NIF);Entidade adjudicante (ID);Entidade adjudicatária;Entidade adjudicatária (NIF);Entidade adjudicatária (ID);Convidados (ID|NIF|Descrição);Concorrentes (ID|NIF|Descrição);Anúncio (ID);Fundamentação;Fundamentação da necessidade de recurso ao ajuste direto;Procedimento centralizado;CPV;Objeto do contrato;Incrementos superiores a 15%;Causas das alterações do prazo;Causas das alterações do preço;Documentos (IDs);Observações
345;;Fornecimento de 150 Bicicletas para o Projecto Almeirim.On.Bike;;Ajuste directo;05/09/2008;;;5 dias;;7.500,00 €;;Câmara Municipal de Almeirim;501273433;429;Ribabike-Miguel Ângelo e Vitória, Ldª;503046647;430;;;;Alinea a) do nº 1 do artigo 20º do Código dos Contratos Públicos, Aprovado pelo Decreto-Lei nº 18/2008, de 29 de Janeiro;Não aplicável;;;Fornecimento de 150 Bicicletas para o Projecto Almeirim.On.Bike;;;;;
346;;Fornecimento de uma plataforma electrónica de contratação pública;;Ajuste directo;05/09/2008;;23/03/2009;56 dias;;36.713,00 €;36.712,96 €;Câmara Municipal de Barcelos;505584760;431;Vortal – Comércio Electrónico, Consultoria e Multimédia, S.A.;505141019;4;;;;Não Preenchido;Não aplicável;;;Fornecimento de uma plataforma electrónica de contratação pública;;;Arredondamentos;;
347;;Porto de Pesca de Pedrouços Edifício dos Armadores – Armazém nº 5-1º piso - Pinturas;;Ajuste directo;05/09/2008;;;30 dias;;7.290,00 €;;Docapesca, Portos e Lotas S.A.;500086826;420;Europinta;502559594;421;;;;Não Preenchido;Não aplicável;;;Porto de Pesca de Pedrouços Edifício dos Armadores – Armazém nº 5-1º piso - Pinturas;;;;;
348;;Porto de Pesca de Pedrouços Edifício da Lota – Armazém nº 62 – Remodelação das Instalações;;Ajuste directo;05/09/2008;;;45 dias;;33.000,00 €;;Docapesca, Portos e Lotas S.A.;500086826;420;Brera;503336041;433;;;;Não Preenchido;Não aplicável;;;Porto de Pesca de Pedrouços Edifício da Lota – Armazém nº 62 – Remodelação das Instalações;;;;;
349;;Porto de Pesca da Figueira da Foz- Envolvente da Fábrica de Gelo– Remodelação do Pavimento;;Ajuste directo;05/09/2008;;;30 dias;;10.600,00 €;;Docapesca, Portos e Lotas S.A.;500086826;420;Azenha & Rocha, Lda;504862642;434;;;;Não Preenchido;Não aplicável;;;Porto de Pesca da Figueira da Foz- Envolvente da Fábrica de Gelo– Remodelação do Pavimento;;;;;
350;;Fornecimento e aplicação de  reboco  projectado no Jardim de Infância de Geraldes;;Ajuste directo;05/09/2008;;;8 dias;;7.200,00 €;;Câmara Municipal de Peniche;506812820;237;Fialho & Paulo – Construção  Civil  e Obras Públicas, Lda.;500352623;435;;;;Não Preenchido;Não aplicável;;;Fornecimento e aplicação de  reboco  projectado no Jardim de Infância de Geraldes;;;;;
351;;Espectáculo musical com DJs  - FESTA DA JUVENTUDE;Aquisição de serviços;Ajuste directo;05/09/2008;20/08/2008;04/09/2008;1 dias;Portugal, Évora, Arraiolos;5.100,00 €;5.100,00 €;Câmara Municipal de Arraiolos;501258027;239;WILSON NUNO RIBEIRO NEVES;216254833;437;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;92300000-4, Serviços recreativos;Espectáculo musical com DJs  - FESTA DA JUVENTUDE;;;;;
353;;Aquisição de 2500 exemplares do livro de programação e promoção das Festas e Feira de Verão de 2008;Aquisição de serviços;Ajuste directo;05/09/2008;22/08/2008;29/10/2008;15 dias;Portugal, Lisboa, Sobral de Monte Agraço;6.700,00 €;6.700,00 €;Câmara Municipal de Sobral de Monte Agraço;505410850;438;Gráfica Sobralense, Lda.;502020121;439;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;22110000-4, Livros impressos;Aquisição de 2500 exemplares do livro de programação e promoção das Festas e Feira de Verão de 2008;;;;;
355;;Aquisição de serviços inerentes ao desenvolvimento e implementação de uma solução informática que permita a congregação dos dados relativos aos pedidos de apoio de judiciário, no âmbito dos diversos Meios RAL em funcionamento, por forma a fornecer directamente a necessária informação ao Instituto de Gestão Financeira e Infra-Estruturas da Justiça, nos termos do disposto na Portaria nº 10/2008, de 3 de Janeiro, que regulamenta a Lei nº 34/2004, de 29 de Julho, republicada em anexo à Lei nº 47/2007, de 28 de Agosto;;Ajuste directo;05/09/2008;;;8 dias;;13.800,00 €;;Gabinete para a Resolução Alternativa de Litígios;600070247;441;Inteliware.net – Sistemas de Informação, SA;505107686;442;;;;Não Preenchido;Não aplicável;;;Aquisição de serviços inerentes ao desenvolvimento e implementação de uma solução informática que permita a congregação dos dados relativos aos pedidos de apoio de judiciário, no âmbito dos diversos Meios RAL em funcionamento, por forma a fornecer directamente a necessária informação ao Instituto de Gestão Financeira e Infra-Estruturas da Justiça, nos termos do disposto na Portaria nº 10/2008, de 3 de Janeiro, que regulamenta a Lei nº 34/2004, de 29 de Julho, republicada em anexo à Lei nº 47/2007, de 28 de Agosto;;;;;
356;;Passeio anual dos idosos do concelho;Aquisição de serviços;Ajuste directo;05/09/2008;03/09/2009;05/09/2009;1 dias;Portugal, Braga, Vila Verde;15.428,45 €;15.428,45 €;Câmara Municipal de Vila Verde;506641376;443;Rodoviária d’Entre Douro e Minho, S.A.;502594381;444;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;60170000-0, Aluguer de veículos para transporte de passageiros com condutor;Passeio anual dos idosos do concelho;;;;;
357;;Fornecimento e montagem de edifícios modulares para Salas de enriquecimento Curricular em Escolas do Concelho de Setúbal.;;Ajuste directo;06/08/2008;;;84 dias;;49.830,00 €;;Câmara Municipal de Setúbal;501294104;39;Algeco – Construções Pré-Fabricados, S.A.;502721871;446;;;;Alínea b) do n.º 1 do artigo 74.º do CCP;Não aplicável;;;Fornecimento e montagem de edifícios modulares para Salas de enriquecimento Curricular em Escolas do Concelho de Setúbal.;;;;;
359;;Ajuste Directo para a Prestação de Serviços de Consultoria – Sistema de Gestão de Higiene e Segurança no Trabalho.;;Ajuste directo;05/09/2008;;;30 dias;;7.000,00 €;;Serviços Municipalizados de Água e Saneamento de Oeiras e Amadora;680015019;449;ISBS Consultancy;508449502;450;;;;Não Preenchido;Não aplicável;;;Ajuste Directo para a Prestação de Serviços de Consultoria – Sistema de Gestão de Higiene e Segurança no Trabalho.;;;;;
360;;Execução de Obras de Adaptação para Instalação da Sede da Universidade Aberta;;Ajuste directo;05/09/2008;;;15 dias;;11.073,50 €;;Câmara Municipal de Peso da Régua;506829260;451;H.Varandas – Construções e Obras Públicas, Lda.;503399531;452;;;;Preço mais baixo;Não aplicável;;;Execução de Obras de Adaptação para Instalação da Sede da Universidade Aberta;;;;;
361;;Espectáculo da Kamu Suna Ballet Company;;Ajuste directo;05/09/2008;;;25 dias;;5.000,00 €;;Câmara Municipal de Lagos;505170876;80;Associação Cultural Himasu;508589975;453;;;;Alínea e) do nº1 do artº24º. Do Dec-Lei nº18/2008,de 29/01;Não aplicável;;;Espectáculo da Kamu Suna Ballet Company;;;;;
362;;Fornecimento, instalação e configuração de Firewall Check Point  appliance UTM-1 TS3 M570 e suporte standard;;Ajuste directo;05/09/2008;;;30 dias;;15.689,44 €;;Centro Formação Profissional das Pescas e do Mar (FOR-MAR);508590582;19;Tecnidata-Systems Integration;501551557;137;;;;Não Preenchido;Não aplicável;;;Fornecimento, instalação e configuração de Firewall Check Point  appliance UTM-1 TS3 M570 e suporte standard;;;;;
358;;Espectáculo Revista “É Só Rir” no dia 5 de Setembro de 2008.;;Ajuste directo;05/09/2008;;;1 dias;;8.000,00 €;;Câmara Municipal de Nordeste;512042659;447;PB-Produções Musicais, Lda.;512058040;448;;;;Alínea e), n.º 1 do artigo 24º do Código da Contratação Pública;Não aplicável;;;Espectáculo Revista “É Só Rir” no dia 5 de Setembro de 2008.;;;;;
363;;Parqueamento da embarcação para reparação.;;Ajuste directo;05/09/2008;;;365 dias;;468,00 €;;Centro Formação Profissional das Pescas e do Mar (FOR-MAR);508590582;19;Associação  Náutica da Gafanha da Encarnação (ANGE);502235136;455;;;;Não Preenchido;Não aplicável;;;Parqueamento da embarcação para reparação.;;;;;
364;;Aquisição de serviços de concepção e desenvolvimento de soluções tecnológicas no âmbito da Biblioteca Nacional Digital e da PORBASE;;Ajuste directo;05/09/2008;;08/09/2009;365 dias;;37.750,00 €;37.750,00 €;Biblioteca Nacional de Portugal;501516980;456;Nuno Miguel Antunes Freire;211997676;457;;;;Não Preenchido;Não aplicável;;;Aquisição de serviços de concepção e desenvolvimento de soluções tecnológicas no âmbito da Biblioteca Nacional Digital e da PORBASE;;Não houve;Não houve;;
365;;Aquisição de um tractor com limpa bermas;;Ajuste directo;08/09/2008;;;15 dias;;43.188,75 €;;Câmara Municipal de Vila Pouca de Aguiar;506810267;458;António Castanheira Gonçalves;155084526;459;;;;Alínea a) do nº 1 do artigo 20º do Decreto-Lei nº 18/2008, de 29 de Janeiro;Não aplicável;;;Aquisição de um tractor com limpa bermas;;;;;
366;;Fornecimento de um painel de Azulejos para o Fontanário da Rua Comendador Silva;;Ajuste directo;08/09/2008;;;45 dias;;8.320,00 €;;Câmara Municipal de Vila Pouca de Aguiar;506810267;458;Rui Manuel Marques Campos;172592771;460;;;;Alínea a) do nº 1 do artigo 20º do Decreto-Lei nº 18/2008, de 29 de Janeiro;Não aplicável;;;Fornecimento de um painel de Azulejos para o Fontanário da Rua Comendador Silva;;;;;
367;;Empreitada de aplicação de pavimento em Epoxy nos balneários do campo de futebol municipal, em Cuba;;Ajuste directo;08/09/2008;;;3 dias;;7.400,00 €;;Câmara Municipal de Cuba;500832935;151;Floorhard Ibérica, Lda;504892223;461;;;;Não Preenchido;Não aplicável;;;Empreitada de aplicação de pavimento em Epoxy nos balneários do campo de futebol municipal, em Cuba;;;;;
368;;Prestação de serviços destinados à realização do mini - circuito nº12 dos transportes escolares - Vale de Pereiro;;Ajuste directo;04/09/2008;;;172 dias;;3.956,00 €;;Câmara Municipal de Mirandela;506881784;462;José Augusto Nogueira;193149010;463;;;;Não Preenchido;Não aplicável;;;Prestação de serviços destinados à realização do mini - circuito nº12 dos transportes escolares - Vale de Pereiro;;;;;
369;;Prestação de serviços destinados à realização do mini - circuito nº25 dos transportes escolares - Caravelas – Freixeda – Vila Verde / Carvalhais;;Ajuste directo;08/09/2008;;;172 dias;;19.602,84 €;;Câmara Municipal de Mirandela;506881784;462;Macedencestur Lda,;502006412;464;;;;Não Preenchido;Não aplicável;;;Prestação de serviços destinados à realização do mini - circuito nº25 dos transportes escolares - Caravelas – Freixeda – Vila Verde / Carvalhais;;;;;
370;;"Prestação de serviços destinados à realização do mini - circuito nº23 dos transportes escolares - Vale da Sancha / Frechas; S. Salvador / Frechas";;Ajuste directo;08/09/2008;;;172 dias;;11.866,28 €;;Câmara Municipal de Mirandela;506881784;462;Augusto Táxis Lda,;503028517;465;;;;Não Preenchido;Não aplicável;;;"Prestação de serviços destinados à realização do mini - circuito nº23 dos transportes escolares - Vale da Sancha / Frechas; S. Salvador / Frechas";;;;;
371;;Serviços de Consultoria na área de comunicações;;Ajuste directo;08/09/2008;;02/07/2009;30 dias;;48.000,00 €;48.000,00 €;Secretaria-Geral do Ministério das Finanças e da Administração Pública;600013855;466;Green Glow, Lda;508485169;467;;;;Não Preenchido;Não aplicável;;;Serviços de Consultoria na área de comunicações;;;;;
372;;Aquisição de Quiosques Autónomos;Aquisição de bens móveis;Ajuste directo;08/09/2008;08/09/2008;04/11/2008;60 dias;Portugal, Portalegre, Portalegre;17.500,00 €;17.500,00 €;Fundação Robinson;505984717;193;Extravision – Sistemas de Segurança, Lda.;507840747;468;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;30195600-8, Quadros electrónicos informativos (bulletin boards) ou acessórios;Aquisição de Quiosques Autónomos;;;;;
374;;Realização da Empreitada “Percurso Pedonal em Juromenha de Acesso à Barragem de Alqueva”;;Ajuste directo;08/09/2008;;;23 dias;;139.695,40 €;139.695,40 €;Câmara Municipal de Alandroal;506772527;91;Senpapor Construções e Obras Públicas, Lda.;503899550;470;;;;Não Preenchido;Não aplicável;;;Realização da Empreitada “Percurso Pedonal em Juromenha de Acesso à Barragem de Alqueva”;;Não se encontram identificadas na pasta da empreitada.;;;
375;;Aluguer de equipamento de som e luz – Festas São João da Degola;;Ajuste directo;08/09/2008;;31/08/2008;1 dias;;1.000,00 €;1.000,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Guadisom – Sociedade de Radiodifusão Guadiana, Lda;502126256;471;;;;Não Preenchido;Não aplicável;;;Aluguer de equipamento de som e luz – Festas São João da Degola;;;;;
376;;Serviço de Vigilância e Segurança nas Festas em Honra de Nossa Senhora das Dores;;Ajuste directo;08/09/2008;;15/09/2008;7 dias;;11.088,00 €;11.088,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Vigestevão – Segurança Privada, Lda;505930510;472;;;;Não Preenchido;Não aplicável;;;Serviço de Vigilância e Segurança nas Festas em Honra de Nossa Senhora das Dores;;;;;
377;;Serviço de Vigilância e Segurança nas Festas em Honra de Nossa Senhora da Encarnação;;Ajuste directo;08/09/2008;;07/09/2008;2 dias;;336,00 €;336,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Vigestevão – Segurança Privada, Lda;505930510;472;;;;Não Preenchido;Não aplicável;;;Serviço de Vigilância e Segurança nas Festas em Honra de Nossa Senhora da Encarnação;;;;;
378;;Aluguer, montagem e desmontagem de material diverso para as Festas São João da Degola;;Ajuste directo;08/09/2008;;31/08/2008;4 dias;;4.740,00 €;4.740,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Rujopa – Act. M. T. Unipessoal, Lda;506968944;473;;;;Não Preenchido;Não aplicável;;;Aluguer, montagem e desmontagem de material diverso para as Festas São João da Degola;;;;;
379;;Serviço de Vigilância e Segurança na Festa São João da Degola;;Ajuste directo;08/09/2008;;31/08/2008;4 dias;;1.232,00 €;1.232,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Vigestevão – Segurança Privada, Lda;505930510;472;;;;Não Preenchido;Não aplicável;;;Serviço de Vigilância e Segurança na Festa São João da Degola;;;;;
380;;Aluguer de equipamento de som e luz – Festival Folclore nas Festas em Honra da Nossa Senhora das Dores;;Ajuste directo;08/09/2008;;14/09/2008;1 dias;;2.300,00 €;2.300,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Guadisom – Sociedade de Radiodifusão Guadiana, Lda;502126256;471;;;;Não Preenchido;Não aplicável;;;Aluguer de equipamento de som e luz – Festival Folclore nas Festas em Honra da Nossa Senhora das Dores;;;;;
381;;Aluguer de equipamento de som e luz – Festas de Cacela-Velha (14 e 17 de Agosto de 2008);;Ajuste directo;08/09/2008;;17/08/2008;2 dias;;2.550,00 €;2.550,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Guadisom – Sociedade de Radiodifusão Guadiana, Lda;502126256;471;;;;Não Preenchido;Não aplicável;;;Aluguer de equipamento de som e luz – Festas de Cacela-Velha (14 e 17 de Agosto de 2008);;;;;
382;;Aluguer de equipamento de som e luz – Festas de Cacela-Velha (15 e 16 de Agosto de 2008);;Ajuste directo;08/09/2008;;16/08/2008;2 dias;;2.550,00 €;2.550,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Guadisom – Sociedade de Radiodifusão Guadiana, Lda;502126256;471;;;;Não Preenchido;Não aplicável;;;Aluguer de equipamento de som e luz – Festas de Cacela-Velha (15 e 16 de Agosto de 2008);;;;;
383;;Alojamento de 85 elementos de bandas filarmónicas da Suécia e Inglaterra;;Ajuste directo;08/09/2008;;;6 dias;;7.809,52 €;;Câmara Municipal de Cascais;505187531;88;Província Portuguesa Congregação Espírito Santo;500729360;474;;;;Não Preenchido;Não aplicável;;;Alojamento de 85 elementos de bandas filarmónicas da Suécia e Inglaterra;;;;;
384;;Aluguer de equipamento de som e luz – Actuação Susana Travassos;;Ajuste directo;08/09/2008;;07/09/2008;1 dias;;3.200,00 €;3.200,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Guadisom – Sociedade de Radiodifusão Guadiana, Lda;502126256;471;;;;Não Preenchido;Não aplicável;;;Aluguer de equipamento de som e luz – Actuação Susana Travassos;;;;;
385;;Aluguer de equipamento de som e luz – Festas São João da Degola;;Ajuste directo;08/09/2008;;31/08/2008;1 dias;;3.200,00 €;3.200,00 €;VRSA – Sociedade de Gestão Urbana, E. M., S. A.;508160570;365;Guadisom – Sociedade de Radiodifusão Guadiana, Lda;502126256;471;;;;Não Preenchido;Não aplicável;;;Aluguer de equipamento de som e luz – Festas São João da Degola;;;;;
386;;Impressão de Fascículos;Aquisição de serviços;Ajuste directo;08/09/2008;05/09/2008;15/12/2008;110 dias;Portugal, Portalegre, Portalegre;12.000,00 €;12.000,00 €;Fundação Robinson;505984717;193;Gráfica Maiadouro, S.A.;500438986;475;;;;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;Não aplicável;;22100000-1, Livros, brochuras e folhetos impressos;Impressão de Fascículos;;;;;
388;;"Calibração acreditada de uma termoresistência “PT100 com o n.º de ID: L012002 com multímetro digital “PREMA 6001” C/N.º 0014001 nos seguintes pontos de calibração: (-20.ºC; -10.ºC; 0.ºC; 50.ºC; 100.ºC; 150.ºC; 200.ºC ).";;Ajuste directo;08/09/2008;;;10 dias;;578,00 €;;Arsenal do Alfeite;600000125;299;TAP AIR PORTUGAL;500278725;476;;;;Alínea e) do n.º 1 do Art.º 24.º do CCP;Não aplicável;;;"Calibração acreditada de uma termoresistência “PT100 com o n.º de ID: L012002 com multímetro digital “PREMA 6001” C/N.º 0014001 nos seguintes pontos de calibração: (-20.ºC; -10.ºC; 0.ºC; 50.ºC; 100.ºC; 150.ºC; 200.ºC ).";;;;;
389;;Produção de espectáculo, no âmbito do 3º aniversário da Biblioteca Municipal de Santo André. - 10/09/2008;;Ajuste directo;08/09/2008;;;1 dias;;5.750,00 €;;Câmara Municipal de Santiago do Cacém;502130040;325;Diferentes Ritmos-Prod. Associados de Espectáculos e Eventos, Lda;508038197;26;;;;Alínea e) do nº 1 do artº 24º do CCP.;Não aplicável;;;Produção de espectáculo, no âmbito do 3º aniversário da Biblioteca Municipal de Santo André. - 10/09/2008;;;;;
